,3prime,tAI,max_5_UTR_length,TCGA-AO-A0J6,TCGA-AO-A0J6.1
CTNNBIP1,2448.0,0.394834327,307.0,-0.364892,0.541309981
CTPS2,1870.0,0.416273085,744.0,0.835965,0.196170725
CTSG,119.0,0.369503415,37.0,-4.241751,0.373788209
CTSH,1072.0,0.446467856,1192.0,-0.800311,0.15722051
CUEDC1,2047.0,0.374410739,719.0,0.196968,-0.208468215
CUX1,1040.0,0.395555213,127.0,0.524478,-0.100571445
CXCL10,814.0,0.410287201,105.0,2.41693,-0.125030377
CYBB,2544.0,0.418993019,61.0,0.006004,-0.619076961
CYP2S1,1051.0,0.420869286,58.0,0.964957,0.295800805
CYTH4,1837.0,0.406296106,377.0,0.256982,0.119507233
DAB2,1757.0,0.368483127,531.0,-0.462706,0.50911364
DAGLB,721.0,0.377719723,170.0,0.439403,-0.016278823
DAP3,768.0,0.366492687,184.0,0.078136,-0.295145813
DAPP1,2082.0,0.348655603,90.0,2.426432,0.180220941
DBI,233.0,0.467027529,479.0,-1.405371,-0.239137687
DCAF8,1877.0,0.380310979,212.0,0.599461,0.077426602
DCP1A,4153.0,0.411936399,381.0,-0.940298,0.163267372
DCPS,4731.0,0.375605648,329.0,0.724533,-0.205272622
DCTN5,10597.0,0.443116252,177.0,0.355833,0.384189967
DDAH2,653.0,0.361046801,1104.0,-0.438638,0.811743923
DDB2,1223.0,0.43604051,195.0,-0.488327,0.282378916
DDX23,713.0,0.445931172,91.0,0.260856,-0.216784178
DDX31,1870.0,0.361830896,544.0,0.202864,0.193581272
DDX47,438.0,0.379294484,22.0,0.347857,-0.220498739
DDX54,1704.0,0.467316231,28.0,0.332537,-0.187185392
DDX56,586.0,0.438032149,643.0,0.26059,-0.428940619
DDX59,217.0,0.413095257,243.0,-0.3221,0.13434053
DHODH,3463.0,0.371608285,21.0,0.483434,0.416495498
DHPS,121.0,0.474111752,121.0,-0.091818,0.258866595
DHX15,459.0,0.379133957,168.0,0.723565,-0.192623734
DHX34,591.0,0.384465978,349.0,0.037547,-0.354278993
DHX58,357.0,0.440330409,223.0,0.862981,-0.147991604
DIABLO,719.0,0.425893605,1182.0,0.365251,-0.374139786
DMAP1,63.0,0.471306,301.0,0.3109,0.000752807
DMXL2,1274.0,0.389901613,225.0,-0.547204,-0.076553632
DNAJA4,1736.0,0.398301408,169.0,-1.742422,-0.461203399
DNAJC19,1326.0,0.403482491,259.0,0.966829,-0.060577163
DNAJC25,1212.0,0.430964931,56.0,0.419375,0.132350387
DNAJC8,969.0,0.416719859,33.0,-0.451177,-0.382364903
DNM1,1255.0,0.393835111,116.0,-1.667226,0.68793579
DNTTIP2,3564.0,0.408096853,58.0,0.545449,-0.339457706
DOCK11,3681.0,0.373818855,63.0,-1.45611,0.33611654
DOCK2,524.0,0.446250827,52.0,-0.13578,-0.045583681
DOK2,438.0,0.384043737,481.0,0.978472,0.08994063
DPCD,197.0,0.459155016,389.0,0.761054,-0.099135742
DPF2,2501.0,0.393394442,133.0,0.134091,-0.351734494
DPH1,1310.0,0.448716064,341.0,0.480506,-0.111372926
DPH5,784.0,0.413363166,165.0,0.84069,0.191038392
DPY30,562.0,0.438431353,279.0,0.845977,-0.513761351
DPYSL2,2472.0,0.430530829,431.0,-0.140318,0.836635948
DRAP1,142.0,0.432809908,245.0,0.814495,-0.366701222
DRG1,4594.0,0.444150091,131.0,0.647749,-0.279423935
DSN1,5330.0,0.392894937,373.0,0.553412,0.013942728
DSTN,2786.0,0.375776803,438.0,-1.058984,1.271738037
DTX3L,3456.0,0.408848169,89.0,0.88232,-0.214961667
DUSP12,374.0,0.419884133,34.0,1.157639,-0.118529804
DUT,1937.0,0.36471409,109.0,-0.455129,-0.381695743
DYNLT1,514.0,0.420362019,78.0,-0.805211,-0.097346134
EBAG9,1437.0,0.39438748,402.0,-0.418815,-0.222760527
ECH1,191.0,0.389477111,85.0,-0.528455,-0.670745806
ECHDC2,2269.0,0.400166641,752.0,0.094342,0.295944391
ECM1,322.0,0.43792189,199.0,-1.122263,0.671897834
EDEM2,76.0,0.379021051,100.0,0.06641,0.26021628
EEA1,5374.0,0.405861636,265.0,0.180098,0.496075142
EEF1A2,286.0,0.417272363,329.0,-1.899951,-0.418788837
EFTUD2,1331.0,0.444646836,398.0,0.503928,-0.295945127
EHD1,3363.0,0.446314898,447.0,0.501596,0.455027219
EIF2AK2,8063.0,0.394727306,557.0,1.154428,-0.282539977
EIF2B3,1058.0,0.383118637,239.0,1.442159,-0.029738833
EIF3F,5840.0,0.435728237,33.0,0.132428,-0.196207572
EIF3L,1718.0,0.380710116,245.0,0.076392,-0.182063866
EIF4A3,1120.0,0.381528282,222.0,0.751692,-0.288874364
ELAVL1,4910.0,0.437605432,167.0,0.369619,-0.446480612
EMG1,248.0,0.433768095,143.0,0.844649,-0.043987311
EMILIN2,2605.0,0.379592019,159.0,-0.523991,0.115804596
ENDOD1,7728.0,0.376426787,118.0,0.973724,0.662275141
ENOSF1,2904.0,0.382279782,622.0,-1.509895,-0.214289571
ENY2,2576.0,0.41756619,146.0,0.243923,-0.120338897
EPSTI1,2106.0,0.391777705,469.0,1.214301,-0.389179591
ERCC1,2342.0,0.45058755,188.0,-0.341772,0.226195831
ERCC6L,4809.0,0.354829683,623.0,1.156772,-0.200894858
ERH,415.0,0.383837906,71.0,-0.114548,-0.36273219
ERLIN1,2041.0,0.444737514,478.0,0.556899,0.278231546
ERP29,1277.0,0.401191178,118.0,0.148877,-0.406492397
ETV6,4356.0,0.398240844,274.0,1.108474,-0.738790089
EXOC4,1232.0,0.388187525,35.0,0.131933,0.061928537
EXOC8,6907.0,0.436106501,127.0,-0.612535,0.100761208
EXOSC1,536.0,0.430105347,451.0,0.582806,-0.009840616
EXOSC2,3902.0,0.431273517,32.0,0.648996,0.124124979
F8A1,571.0,0.46317284,15.0,0.970539,-0.105164595
FAAH,2043.0,0.384592892,82.0,-0.631168,-0.490826606
FAF1,4425.0,0.401181969,453.0,1.066725,0.019980432
FAM122A,4542.0,0.40477622,33.0,0.315576,0.251190121
FAM168A,6285.0,0.395008865,285.0,0.444832,-0.015652043
FAM177A1,2165.0,0.411149627,459.0,-1.124454,-0.124450172
FAM192A,1824.0,0.379195199,1475.0,0.358938,-0.514093177
FAM20B,4428.0,0.4357945,293.0,-0.57053,0.197432264
FAM32A,1091.0,0.408676074,42.0,0.084367,0.353692119
FAM50A,286.0,0.482889735,110.0,1.359601,-0.334677229
FBP1,248.0,0.397353747,331.0,-3.207301,-0.372261079
FBXL20,9338.0,0.383104745,254.0,0.078909,-0.820511388
FBXO4,526.0,0.393825218,58.0,0.079204,0.095878901
FBXO6,503.0,0.42307306,166.0,0.426367,-1.225779276
FCER1G,305.0,0.4202976,25.0,0.731988,-0.306938064
FCGRT,309.0,0.433069976,486.0,-0.983797,0.515621254
FCHO1,270.0,0.372951657,283.0,2.543137,0.214873553
FDPS,72.0,0.456397562,392.0,0.169441,-0.438641459
FDXR,596.0,0.384661194,188.0,-0.793345,-0.140190246
FEN1,1340.0,0.407867196,413.0,0.821254,-0.491803433
FERMT3,399.0,0.435119014,149.0,0.495845,-0.154336145
FGD2,907.0,0.441856308,171.0,-0.400433,0.433660689
FGFR1OP2,1663.0,0.396595515,353.0,-0.963796,0.31297917
FGL2,3460.0,0.40966218,40.0,-1.005307,0.450516502
FKBP1A,1132.0,0.428443098,174.0,-0.143874,0.137416182
FKBPL,24.0,0.377510344,270.0,0.240258,-0.004349856
FLOT1,422.0,0.472159534,339.0,-0.539324,0.096231813
FN3K,442.0,0.389857108,61.0,1.12384,-0.107973707
FN3KRP,3667.0,0.380720834,50.0,0.234837,0.087255558
FOXJ3,3176.0,0.401878681,312.0,0.273037,-0.943715764
FOXK2,3108.0,0.440496276,171.0,0.821918,-0.21153499
FOXRED1,443.0,0.438630908,167.0,-0.835738,-0.165497281
FSCN1,1184.0,0.396100853,132.0,1.234634,-0.029134813
FTH1,530.0,0.425357612,235.0,0.449608,-0.067874203
FTL,1031.0,0.428438948,199.0,-0.403377,-0.195731001
FTSJ1,638.0,0.457521275,569.0,0.358824,0.08441442
FTSJ3,698.0,0.388239396,646.0,0.368993,-0.648150189
FXN,6365.0,0.40465004,220.0,0.830356,0.017169002
GABARAPL2,564.0,0.431291441,136.0,0.380843,0.037814438
GABPB1,1320.0,0.423118524,469.0,-0.637123,-0.385222833
GALK1,292.0,0.455574511,63.0,1.789806,-0.074190015
GANAB,989.0,0.425909644,1027.0,0.117751,-0.064145569
GAS6,315.0,0.393865445,183.0,-2.388796,0.152397181
GAS7,6619.0,0.423630168,311.0,-0.282547,0.402829615
GBE1,708.0,0.404013874,283.0,-0.261589,0.547296649
GBP1,1735.0,0.42614962,220.0,2.432694,-0.414970013
GBP2,5058.0,0.440134196,314.0,0.925078,0.071961665
GBP4,4106.0,0.42983554,116.0,2.761918,0.04546461
GBP5,1753.0,0.421901204,537.0,4.040281,-0.166709354
GCH1,2011.0,0.419329122,161.0,0.486206,1.891628953
GFOD2,622.0,0.396604754,295.0,0.328141,0.153617984
GGA2,5408.0,0.377812588,83.0,-0.011773,-0.08763671
GGCX,5211.0,0.417836117,106.0,0.477833,-0.595724602
GIGYF1,2212.0,0.443456438,1210.0,-0.681714,0.010815801
GINS3,1415.0,0.387351931,208.0,0.655796,-1.333375959
GLA,1699.0,0.378726947,110.0,0.087591,-0.035340262
GLE1,1357.0,0.383457083,114.0,0.024227,0.20072606
GLRX,1188.0,0.430296645,211.0,0.790522,0.109064357
GLRX3,3557.0,0.41418463,539.0,0.841903,-0.063067092
GLUD1,1558.0,0.392454008,1132.0,-1.107895,0.294014893
GLYR1,2033.0,0.39940414,57.0,-0.196363,0.062930518
GMEB1,4582.0,0.43446142,142.0,-0.532197,0.096675142
GMPPA,198.0,0.434966364,375.0,-0.428911,0.025394636
GMPR,3984.0,0.435743929,114.0,-0.524647,0.125370694
GMPR2,464.0,0.453637396,704.0,-0.82653,0.298929995
GNAI1,1947.0,0.435804474,356.0,1.087015,1.40816933
GNG7,3803.0,0.398730372,237.0,0.853453,0.760612279
GNPDA1,1360.0,0.395964134,67.0,1.020152,0.237689116
GOLGA2,1243.0,0.401070546,13.0,-0.061423,-0.448053738
GON4L,926.0,0.418089888,175.0,0.134511,0.217836989
GOSR1,5968.0,0.408103421,237.0,0.172782,-0.847860621
GOSR2,3258.0,0.374298057,541.0,0.561427,-0.247880244
GOT2,1054.0,0.444803236,129.0,0.345636,0.121102829
GPS2,97.0,0.431122181,76.0,0.302403,-0.024315097
GPSM2,4697.0,0.401967226,496.0,1.15575,0.471888835
GPX7,626.0,0.395840774,39.0,-2.60508,0.160222341
GRAMD1A,299.0,0.411657297,748.0,0.190496,0.02415079
GRB2,2292.0,0.4413596,358.0,0.351716,-0.320256058
GSTM4,2467.0,0.390909061,314.0,-2.51355,2.322776344
GTF2A2,1070.0,0.420716795,404.0,-0.551098,-0.247684859
GTF2E2,604.0,0.365750105,273.0,0.299006,-0.326364551
GTF3C2,932.0,0.372227001,397.0,0.735542,-0.179673647
GTPBP1,2894.0,0.424954603,154.0,-0.046047,0.107495722
GTPBP3,1032.0,0.436547413,95.0,-0.137505,0.174000526
GTSE1,680.0,0.368527868,212.0,1.49173,-1.028426674
HADH,818.0,0.383558671,219.0,0.353465,0.310999846
HADHA,615.0,0.383558671,130.0,0.583952,0.231489327
HAUS5,3319.0,0.378752573,51.0,0.811855,0.065593217
HAUS8,346.0,0.37535995,111.0,0.905217,0.064566609
HCCS,1274.0,0.398607648,275.0,1.552983,-0.791792354
HCK,337.0,0.440224323,364.0,0.856102,0.16610844
HDAC1,591.0,0.390040122,63.0,-0.476681,-0.461578033
HDDC3,763.0,0.387287166,29.0,-0.388024,0.256859589
HDGF,1342.0,0.465394593,322.0,1.094369,-0.697301005
HDLBP,2343.0,0.397687311,375.0,0.138112,-0.268235126
HEATR3,1385.0,0.384091545,883.0,1.110847,-0.47896831
HEBP2,9119.0,0.359416339,297.0,0.542262,0.218899236
HECA,3704.0,0.443714129,285.0,0.180722,0.075045586
HECTD3,3914.0,0.446742268,98.0,0.97332,0.205258446
HERC2,726.0,0.429958504,109.0,-0.589054,-0.382765171
HERC5,379.0,0.393838904,153.0,2.76167,0.802439324
HERC6,651.0,0.398146132,183.0,2.446541,-0.318042475
HIP1,4874.0,0.430847644,52.0,-0.053948,0.243235542
HLA-A,4150.0,0.424443523,84.0,1.468041,-0.089104981
HLA-C,420.0,0.421684519,65.0,0.90833,-0.528495177
HLA-DRA,409.0,0.420807891,109.0,0.976262,-0.555786179
HLA-E,1459.0,0.413523771,126.0,0.904546,0.163917764
HLA-F,121.0,0.407256461,124.0,2.450647,-0.107286722
HMBOX1,3560.0,0.369177113,482.0,-1.24545,0.231851354
HMBS,266.0,0.451934812,299.0,0.397006,0.069356109
HMGB2,3775.0,0.450826504,193.0,-0.423133,-0.883972046
HMGCS1,3661.0,0.374424323,345.0,-0.347683,-0.721477293
HMOX1,616.0,0.436401717,107.0,0.446835,-0.227269591
HNRNPA0,7504.0,0.386421138,284.0,0.371371,-0.449101851
HNRNPD,1688.0,0.420386111,318.0,0.17224,-0.621463374
HNRNPL,1102.0,0.449817015,176.0,0.096596,-0.299534227
HNRNPU,4156.0,0.432126199,218.0,-0.203502,-0.324584305
HNRNPUL1,2135.0,0.394022965,339.0,0.195348,-0.065099371
HNRNPUL2,2674.0,0.436897081,229.0,-0.077259,-0.16602875
HSBP1,3274.0,0.4454546,174.0,0.113679,-0.351864215
HSD17B7,398.0,0.431983247,99.0,-0.25714,-0.100150113
HSP90AB1,313.0,0.39509298,251.0,0.348359,-0.612404647
HSPA1L,428.0,0.464100714,183.0,-0.845125,0.334358796
HSPA4L,7877.0,0.413794867,342.0,2.180627,-0.073208785
HSPB11,107.0,0.34538245,284.0,0.838843,0.617866819
HTRA2,571.0,0.421976635,602.0,0.275192,0.307070894
HTT,3901.0,0.373695076,145.0,-0.710926,0.027740744
HUS1,2068.0,0.374612864,131.0,0.544601,0.24788716
HYI,310.0,0.378597605,196.0,-0.905234,0.846947169
HYOU1,1409.0,0.403839016,234.0,0.474204,-0.3189308
ICAM1,1537.0,0.426062071,319.0,3.59113,0.349023036
IER3IP1,3342.0,0.438740024,97.0,-0.23793,-0.502172811
IFI16,254.0,0.415211655,290.0,0.970983,0.080718197
IFI30,213.0,0.431523306,62.0,0.486157,-0.703508567
IFI35,160.0,0.418462024,223.0,1.321665,-0.214754385
IFI44,267.0,0.403888008,124.0,2.635936,-0.018657511
IFI44L,5058.0,0.403608012,200.0,2.480612,0.396521102
IFIH1,121.0,0.412344512,377.0,1.896409,-0.197139407
IFIT1,2775.0,0.411248073,495.0,0.911571,-0.193895653
IFIT2,1901.0,0.420797646,175.0,0.983967,-0.054205571
IFIT3,843.0,0.417440574,529.0,1.113632,-0.155322395
IFIT5,2354.0,0.414819429,231.0,0.186069,0.157214445
IFITM1,159.0,0.431550176,180.0,1.940802,-1.448400472
IFT27,109.0,0.4030938,426.0,0.182151,-0.090796664
